target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
AV 476,AzV 476,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+476,Mid O Dwarf,Gaia DR2 4687160280440944384,18.42688843,-73.29153781,2015.5,SMC,NGC 456,O2-3 V + OB,2005ApJ...627..477M,O,2,V,12.5,2002ApJS..141...81M,13.43,2002ApJS..141...81M,13.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,40000,2018ApJ...868...57C,,None,5.71,2018ApJ...868...57C,14.9,"Derived from L,Teff",,None,65,2009ApJ...700..844P,2670,2005ApJ...627..477M,,None,TRUE,2013AcA....63..323P
AV 479,AzV 479,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+479,Late O Supergiant,Gaia DR2 4686408759936714752,18.70943564,-73.33829811,2015.5,SMC,NGC 460,O9 Ib,1997A&A...317..871L,O,9,I,11.29,1977A&AS...30..261A,12.26,1977A&AS...30..261A,12.42,1977A&AS...30..261A,-0.26,2006A&A...457..637M,0.1,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 488,SK 159,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+159,Early B Supergiant,Gaia DR2 4686413437158238208,18.9953398,-73.35677005,2015.5,SMC,NGC 465,B0.5 Iaw,1983ApJ...265..716W,B,0.5,I,10.79,1977A&AS...30..261A,11.76,1977A&AS...30..261A,11.89,1977A&AS...30..261A,-0.22,1970A&A.....4..234F,0.09,Derived from (B-V)0,27500,2004ApJ...610.1021E,2.9,2004ApJ...610.1021E,5.74,2004ApJ...610.1021E,32.6,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1250,2004ApJ...610.1021E,1.20E-06,2004ApJ...610.1021E,FALSE,None
AV 490,AzV 490,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+490,Early B Supergiant,Gaia DR2 4686397666038575104,19.27145564,-73.44334325,2015.5,SMC,None,B0 Iwp var,1983ApJ...265..716W,B,0,I,12,2002ApJS..141...81M,13,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1993MNRAS.261..337R
AV 506,AzV 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+506,Early B Bright Giant,Gaia DR2 4686442127536358912,20.54676224,-73.44775001,2015.5,SMC,None,B0.5 II,2016ApJ...817..113L,B,0.5,II,12.38,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.53,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.11,Derived from (B-V)0,,2018ApJ...868...57C,25700,None,5.1,2018ApJ...868...57C,17.9,"Derived from L,Teff",,None,,None,,None,,None,FALSE,None
[M2002] SMC 81469,[M2002] SMC 81469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[M2002]+SMC+81469,Late O Dwarf,Gaia DR2 4686450580031889536,21.11660607,-73.23748786,2015.5,SMC,None,O9.7 V,2019A&A...625A.104R,O,9.7,V,12.78,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.97,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,Derived from (B-V)0,31000,2019A&A...625A.104R,4,2019A&A...625A.104R,4.9,2019A&A...625A.104R,9.8,2019A&A...625A.104R,35,2019A&A...625A.104R,70,2019A&A...625A.104R,2100,2019A&A...625A.104R,4.00E-09,2019A&A...625A.104R,FALSE,None
2dFS 3689,2dFS 3689,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3689,Early B Dwarf,Gaia DR2 4686445941467276544,21.13226534,-73.36368518,2015.5,SMC,None,B1.5 V,2019A&A...625A.104R,B,1.5,V,14.12,2002ApJS..141...81M,15.11,2002ApJS..141...81M,15.25,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.11,Derived from (B-V)0,22000,2019A&A...625A.104R,4,2019A&A...625A.104R,4.3,2019A&A...625A.104R,9.8,2019A&A...625A.104R,9.3,1991MNRAS.250..119B,250,2019A&A...625A.104R,900,2019A&A...625A.104R,2.00E-09,2019A&A...625A.104R,TRUE,1991MNRAS.250..119B
2dFS 3694,2dFS 3694,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3694,Early B Subgiant,Gaia DR2 4686500126774561280,21.14353822,-73.15247395,2015.5,SMC,None,B1 IV,2019A&A...625A.104R,B,1,IV,12.8,2002ApJS..141...81M,13.73,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,24000,2019A&A...625A.104R,3.6,2019A&A...625A.104R,4.69,2019A&A...625A.104R,12.8,2019A&A...625A.104R,24,2019A&A...625A.104R,120,2019A&A...625A.104R,1600,2019A&A...625A.104R,2.50E-09,2019A&A...625A.104R,FALSE,None
SK 173,2dFS 3747,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3747,Early B Bright Giant,Gaia DR2 4686499744518791040,21.409275,-73.12759807,2015.5,SMC,None,B0.7 IIe,2019A&A...625A.104R,B,0.7,II,12.44,2002ApJS..141...81M,13.4,2002ApJS..141...81M,13.57,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.07,Derived from (B-V)0,24000,2019A&A...625A.104R,3.2,2019A&A...625A.104R,5,2019A&A...625A.104R,18.3,2019A&A...625A.104R,19,2019A&A...625A.104R,120,2019A&A...625A.104R,1100,2019A&A...625A.104R,5.00E-09,2019A&A...625A.104R,FALSE,None
2dFS 3780,2dFS 3780,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3780,Late O Subgiant,Gaia DR2 4686448106130736256,21.64703849,-73.25452773,2015.5,SMC,None,O9.7 IV,2019A&A...625A.104R,O,9.7,IV,13.1,2002ApJS..141...81M,14.12,2002ApJS..141...81M,14.37,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.01,Derived from (B-V)0,32000,2019A&A...625A.104R,4,2019A&A...625A.104R,4.85,2019A&A...625A.104R,8.7,2019A&A...625A.104R,28,2019A&A...625A.104R,30,2019A&A...625A.104R,1900,2019A&A...625A.104R,3.20E-09,2019A&A...625A.104R,FALSE,None
SK 179,SK 179,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+179,Mid B Supergiant,Gaia DR2 4686537510169762944,22.11660881,-72.78210526,2015.5,SMC,None,B6 I,1969AJ.....74..877S,B,6,I,12.24,2002ApJS..141...81M,12.96,2002ApJS..141...81M,13.06,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,-0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK 183,SK 183,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+183,Early O Dwarf,Gaia DR2 4686261223512720768,22.35229831,-73.554546,2015.5,SMC,NGC 602a,O3 V((f*))z,2019A&A...625A.104R,O,3,V,12.51,2002ApJS..141...81M,13.59,2002ApJS..141...81M,13.82,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,46000,2019A&A...625A.104R,4.1,2019A&A...625A.104R,5.61,2019A&A...625A.104R,10.1,2019A&A...625A.104R,47,2019A&A...625A.104R,100,2019A&A...625A.104R,2900,2019A&A...625A.104R,3.20E-08,2019A&A...625A.104R,FALSE,None
2dFS 3947,2dFS 3947,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3947,Early B Subgiant,Gaia DR2 4686266716775660928,22.65494109,-73.42066429,2015.5,SMC,None,B1.5 IV,2019A&A...625A.104R,B,1.5,IV,13.82,2002ApJS..141...81M,14.76,2002ApJS..141...81M,14.99,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.02,Derived from (B-V)0,20000,2019A&A...625A.104R,3.8,2019A&A...625A.104R,4.33,2019A&A...625A.104R,12.2,2019A&A...625A.104R,34,2019A&A...625A.104R,140,2019A&A...625A.104R,752,2019A&A...625A.104R,7.90E-10,2019A&A...625A.104R,FALSE,None
2dFS 3954,2dFS 3954,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3954,Mid O Dwarf,Gaia DR2 4686266721070836608,22.67961674,-73.41781752,2015.5,SMC,NGC 602c,O6 V((f))z,2019A&A...625A.104R,O,6,V,13.93,2002ApJS..141...81M,15.01,2002ApJS..141...81M,15.27,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.02,Derived from (B-V)0,37000,2019A&A...625A.104R,4.2,2019A&A...625A.104R,4.75,2019A&A...625A.104R,5.8,2019A&A...625A.104R,19,2019A&A...625A.104R,40,2019A&A...625A.104R,2500,2019A&A...625A.104R,2.50E-09,2019A&A...625A.104R,FALSE,None
SK 187,SK 187,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+187,Late O Giant,Gaia DR2 4686266824150046080,22.70940196,-73.38303466,2015.5,SMC,None,O8.5 III,2019A&A...625A.104R,O,8.5,III,11.93,2002ApJS..141...81M,12.99,2002ApJS..141...81M,13.18,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,32000,2019A&A...625A.104R,3.6,2019A&A...625A.104R,5.4,2019A&A...625A.104R,16.4,2019A&A...625A.104R,39,2019A&A...625A.104R,100,2019A&A...625A.104R,1900,2019A&A...625A.104R,1.30E-08,2019A&A...625A.104R,FALSE,None
SK 191,SK 191,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+191,Early B Supergiant,Gaia DR2 4638517336257869952,25.42530386,-73.84394674,2015.5,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,10.97,1977A&AS...30..261A,11.82,1977A&AS...30..261A,11.86,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.14,Derived from (B-V)0,22500,2004A&A...417..217T,2.55,2004A&A...417..217T,5.77,2004A&A...417..217T,51,2004A&A...417..217T,41,2004A&A...417..217T,96,2004A&A...417..217T,425,2004ApJ...607..451E,6.80E-07,2004A&A...417..217T,FALSE,None
SK -67 2,SK -67 02,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+02,Early B Supergiant,Gaia DR2 4662413606586588160,71.76855387,-67.11475176,2015.5,LMC,None,B1 Ia+ (N wk),1991PASP..103.1123F,B,1,I,10.49,1999MNRAS.306..279S,11.3,1999MNRAS.306..279S,11.26,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.2,2017AJ....154..102U,19910,2017AJ....154..102U,2.32,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None
SK -67 5,SK -67 05,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+05,Late O Supergiant,Gaia DR2 4661611169272089216,72.57887756,-67.66056676,2015.5,LMC,None,O9.7 Ib,1977ApJ...215...53W,O,9.7,I,10.27,1972A&AS....6..249A,11.22,1972A&AS....6..249A,11.34,1972A&AS....6..249A,-0.26,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,90,2004ApJ...617.1316P,,None,,None,FALSE,None
BI 13,BI 13,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+13,Mid O Dwarf,Gaia DR2 4661586670778905728,73.27710773,-68.05633265,2015.5,LMC,None,O6.5 V,2002ApJS..141...81M,O,6.5,V,12.58,2002ApJS..141...81M,13.66,2002ApJS..141...81M,13.75,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,118,2009ApJ...700..844P,,None,,None,FALSE,None
SK -68 8,SK -68 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+8,Mid B Supergiant,Gaia DR2 4655510047977545984,73.43037032,-68.71480279,2015.5,LMC,None,B5 Ia+,1988ApJ...335..703F,B,5,I,10.39,1999MNRAS.306..279S,11.09,1999MNRAS.306..279S,11.02,1999MNRAS.306..279S,-0.09,1970A&A.....4..234F,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -70 13,SK -70 13,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+13,Late O Dwarf,Gaia DR2 4655129887504341888,73.50485492,-69.99653442,2015.5,LMC,None,O9 V,1995ApJ...438..188M,O,9,V,11.16,2002ApJS..141...81M,12.15,2002ApJS..141...81M,12.29,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,84,2009ApJ...700..844P,,None,,None,FALSE,None
SK -67 14,SK -67 14,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+14,Early B Supergiant,Gaia DR2 4661728572186283264,73.63288048,-67.25682977,2015.5,LMC,None,B1.5 Ia,2002ApJS..141..443W,B,1.5,I,10.51,1972A&AS....6..249A,11.42,1972A&AS....6..249A,11.52,1972A&AS....6..249A,-0.18,1970A&A.....4..234F,0.08,Derived from (B-V)0,22890,2017AJ....154..102U,2.68,2017AJ....154..102U,,None,,None,,None,88,2009ApJ...700..844P,,None,,None,FALSE,None
SK -70 16,SK -70 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+16,Early B Supergiant,Gaia DR2 4655134599126902400,73.73903024,-70.04115484,2015.5,LMC,None,B4 I,1978A&AS...31..243R,B,4,I,12.19,2002ApJS..141...81M,13.04,2002ApJS..141...81M,13.1,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -67 20,HD 32109,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+32109,Early WN Star,Gaia DR2 4661671882931385216,73.88060939,-67.500747,2015.5,LMC,None,WN4 b,1996MNRAS.281..163S,WN,4,none,12.89,2002ApJS..141...81M,13.53,2002ApJS..141...81M,13.79,2002ApJS..141...81M,,None,0.08,2014A&A...565A..27H,158000,2014A&A...565A..27H,,None,5.84,2014A&A...565A..27H,1.1,2014A&A...565A..27H,25,2014A&A...565A..27H,,None,1600,2014A&A...565A..27H,3.30E-05,2014A&A...565A..27H,FALSE,None
SK -66 17,[ELS2006] N11 011,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+011,Late O Bright Giant,Gaia DR2 4662154740348145408,73.98124146,-66.47239026,2015.5,LMC,LH 9,OC9.5 II,2006A&A...456..623E,O,9.5,II,,None,12.81,2006A&A...456..623E,12.89,2006A&A...456..623E,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,29500,2008A&A...479..541H,3.15,2008A&A...479..541H,5.49,2008A&A...479..541H,,None,35,2008A&A...479..541H,60,2008A&A...479..541H,,None,,None,TRUE,2006A&A...456..623E
SK -66 18,SK -66 18,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+18,Mid O Dwarf,Gaia DR2 4662202878335589376,73.99927888,-65.97492677,2015.5,LMC,None,O6 V((f)),1995ApJ...438..188M,O,6,V,12.23,1979A&AS...38..239I,13.3,1979A&AS...38..239I,13.5,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,40200,2007A&A...465.1003M,3.76,2007A&A...465.1003M,5.55,2007A&A...465.1003M,12.2,2007A&A...465.1003M,40.7,2007A&A...465.1003M,82,2007A&A...465.1003M,2200,2007A&A...465.1003M,1.07E-06,2007A&A...465.1003M,FALSE,None
SK -69 43,SK -69 43,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+43,Early B Supergiant,Gaia DR2 4655458160445111552,74.04359963,-69.26063925,2015.5,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,10.96,1999MNRAS.306..279S,11.9,1999MNRAS.306..279S,11.98,1999MNRAS.306..279S,-0.22,1970A&A.....4..234F,0.1,2017AJ....154..102U,22845,2017AJ....154..102U,2.62,2017AJ....154..102U,,None,,None,,None,102,2009ApJ...700..844P,,None,,None,FALSE,None
N11 ELS 33,[ELS2006] N11 033,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+033,Early B Giant,Gaia DR2 4662154018793644928,74.04592662,-66.47343541,2015.5,LMC,LH 9,B0 IIIn,2006A&A...456..623E,B,0,III,12.57,1992AJ....103.1205P,13.46,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.3,1970A&A.....4..234F,0.08,Derived from (B-V)0,26700,2012A&A...537A..79R,3.2,2012A&A...537A..79R,5.05,2012A&A...537A..79R,15.7,2012A&A...537A..79R,,None,256,2012A&A...537A..79R,1540,2012A&A...537A..79R,2.50E-07,2012A&A...537A..79R,FALSE,None
N11 ELS 49,[ELS2006] N11 049,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+049,Mid O Dwarf,Gaia DR2 4662154156232605824,74.12318361,-66.47249526,2015.5,LMC,LH 9,O7.5 V,2006A&A...456..623E,O,7.5,V,,None,13.78,2006A&A...456..623E,14.02,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2016AcA....66..421P
N11 ELS 51,[ELS2006] N11 051,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+051,Mid O Dwarf,Gaia DR2 4662156630134021376,74.1237637,-66.36079485,2015.5,LMC,LH 10,O5 Vn((f)),2006A&A...456..623E,O,5,V,,None,13.77,2006A&A...456..623E,14.03,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.02,Derived from (B-V)0,41400,2012A&A...537A..79R,3.7,2012A&A...537A..79R,5.42,2012A&A...537A..79R,8.6,2012A&A...537A..79R,,None,350,2012A&A...537A..79R,2110,2012A&A...537A..79R,4.10E-07,2012A&A...537A..79R,FALSE,None
N11 ELS 18,[ELS2006] N11 018,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+018,Mid O Bright Giant,Gaia DR2 4662155942939207808,74.17105019,-66.41126127,2015.5,LMC,LH 10,O6 II(f+),2006A&A...456..623E,O,6,II,,None,13.04,2006A&A...456..623E,13.13,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,110,2009ApJ...700..844P,,None,,None,FALSE,None
N11 ELS 60,[ELS2006] N11 060,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+060,Early O Dwarf,Gaia DR2 4662155839859943680,74.17557714,-66.41519794,2015.5,LMC,LH 10,O3 V((f*)),2002AJ....123.2754W,O,3,V,13.18,1992AJ....103.1205P,14.18,1992AJ....103.1205P,14.24,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,48000,2012A&A...537A..79R,3.97,2012A&A...537A..79R,5.63,2012A&A...537A..79R,9.5,2012A&A...537A..79R,,None,68,2012A&A...537A..79R,2740,2012A&A...537A..79R,5.10E-07,2012A&A...537A..79R,FALSE,None
N11 ELS 31,[ELS2006] N11 031,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+031,Early O Giant,Gaia DR2 4662155839859944064,74.17713397,-66.42172718,2015.5,LMC,LH 10,ON2 III(f*),2004ApJ...608.1028W,O,2,III,13.16,1992AJ....103.1205P,13.67,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.27,Derived from (B-V)0,56000,2012A&A...543A..95R,4,2012A&A...543A..95R,6.12,2012A&A...543A..95R,12.2,2012A&A...543A..95R,,None,71,2012A&A...543A..95R,3200,1998MNRAS.300..828P,2.20E-06,2012A&A...543A..95R,FALSE,None
PGMW 3070,PGMW 3070,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+3070,Mid O Dwarf,Gaia DR2 4662155839823561216,74.18030927,-66.41736397,2015.5,LMC,LH 10,O6 V,1992AJ....103.1205P,O,6,V,11.84,1992AJ....103.1205P,12.53,1992AJ....103.1205P,12.75,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,72,2009ApJ...700..844P,,None,,None,FALSE,None
N11 ELS 46,[ELS2006] N11 046,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+046,Late O Dwarf,Gaia DR2 4662144501145651328,74.18596698,-66.57246805,2015.5,LMC,LH 9,O9.5 V,2006A&A...456..623E,O,9.5,V,,None,13.74,2006A&A...456..623E,13.98,2006A&A...456..623E,-0.26,2006A&A...457..637M,0.02,Derived from (B-V)0,33500,2008A&A...479..541H,4.25,2008A&A...479..541H,5.21,2008A&A...479..541H,,None,28,2008A&A...479..541H,205,2008A&A...479..541H,,None,,None,TRUE,2008A&A...479..541H
N11 ELS 38,[ELS2006] N11 038,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+038,Mid O Giant,Gaia DR2 4662155835530951424,74.18836667,-66.419661,2015.5,LMC,LH 10,O5 III(f+),2006A&A...456..623E,O,5,III,12.89,1992AJ....103.1205P,13.81,1992AJ....103.1205P,13.81,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.28,Derived from (B-V)0,40500,2012A&A...537A..79R,3.7,2012A&A...537A..79R,5.67,2012A&A...537A..79R,14,2012A&A...537A..79R,,None,100,2012A&A...537A..79R,2600,2012A&A...537A..79R,1.21E-06,2012A&A...537A..79R,FALSE,None
PGMW 1363,PGMW 1363,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+1363,Late O Supergiant,Gaia DR2 4662151201295065344,74.18870298,-66.49361398,2015.5,LMC,LH 9,O8.5 Iaf,1992AJ....103.1205P,O,8.5,I,11.66,1999MNRAS.306..279S,12.61,1999MNRAS.306..279S,12.69,1999MNRAS.306..279S,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
PGMW 3120,PGMW 3120,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+3120,Mid O Dwarf,Gaia DR2 4662155938610167296,74.19497873,-66.41300973,2015.5,LMC,LH 10,O5.5 V((f*)),1992AJ....103.1205P,O,5.5,V,11.71,1992AJ....103.1205P,12.73,1992AJ....103.1205P,12.8,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,,None,,None,,None,,None,,None,111,2009ApJ...700..844P,,None,,None,FALSE,None
LMCe055-1,[MNM2015] LMCe055-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe055-1,Early WN Star,Gaia DR2 4655168748370602880,74.20340272,-69.61128056,2015.5,LMC,None,WN4 /O4,2017ApJ...837..122M,WN,4,none,15.07,2004AJ....128.1606Z,16.05,2004AJ....128.1606Z,16.15,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2011AcA....61..103G
N11 ELS 20,[ELS2006] N11 020,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+020,Mid O Supergiant,Gaia DR2 4662150754618543360,74.20960448,-66.51775386,2015.5,LMC,LH 9,O5 Inf+p,2010AJ....139.1283W,O,5,I,,None,12.96,2006A&A...456..623E,13.18,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,260,2010AJ....139.1283W,,None,,None,FALSE,None
SK -65 2,SK -65 2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+2,Early B Dwarf,Gaia DR2 4662311042791128832,74.21472128,-65.51900404,2015.5,LMC,None,B1 V,1995ApJ...438..188M,B,1,V,11.89,2004AJ....128.1606Z,12.51,2004AJ....128.1606Z,12.65,2004AJ....128.1606Z,-0.26,1970A&A.....4..234F,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
N11 ELS 26,[ELS2006] N11 026,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+026,Early O Giant,Gaia DR2 4662179994748782464,74.21888851,-66.33228629,2015.5,LMC,LH 10,O2.5 III(f*),2006A&A...456..623E,O,2.5,III,,None,13.34,2006A&A...456..623E,13.51,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.11,Derived from (B-V)0,49000,2012A&A...543A..95R,4,2012A&A...543A..95R,5.82,2012A&A...543A..95R,11.3,2012A&A...543A..95R,,None,72,2012A&A...543A..95R,3120,2012A&A...543A..95R,1.56E-06,2012A&A...543A..95R,FALSE,None
N11 ELS 32,[ELS2006] N11 032,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+032,Mid O Bright Giant,Gaia DR2 4662153022361455872,74.22693537,-66.40440803,2015.5,LMC,LH 10,O7 II(f),2006A&A...456..623E,O,7,II,12.58,1992AJ....103.1205P,13.57,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.16,Derived from (B-V)0,36000,2012A&A...537A..79R,3.5,2012A&A...537A..79R,5.44,2012A&A...537A..79R,13.6,2012A&A...537A..79R,,None,60,2012A&A...537A..79R,1920,2012A&A...537A..79R,9.70E-07,2012A&A...537A..79R,FALSE,None
N11 ELS 48,[ELS2006] N11 048,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+048,Mid O Dwarf,Gaia DR2 4662152953605873152,74.24498972,-66.41134533,2015.5,LMC,LH 10,O6.5 V((f)),2006A&A...456..623E,O,6.5,V,12.87,1992AJ....103.1205P,13.85,1992AJ....103.1205P,14.02,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.1,Derived from (B-V)0,40700,2007A&A...465.1003M,4.19,2007A&A...465.1003M,5.38,2007A&A...465.1003M,9.9,2007A&A...465.1003M,36.6,2007A&A...465.1003M,130,2007A&A...465.1003M,3790,2007A&A...465.1003M,1.67E-07,2007A&A...465.1003M,FALSE,None
N11 ELS 13,[ELS2006] N11 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+013,Late O Dwarf,Gaia DR2 4662153327270056576,74.25367654,-66.4070026,2015.5,LMC,LH 10,O8 V,2006A&A...456..623E,O,8,V,11.87,1992AJ....103.1205P,12.83,1992AJ....103.1205P,12.93,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,147,2009ApJ...700..844P,,None,,None,FALSE,None
SK -66 35,SK -66 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+35,Early B Supergiant,Gaia DR2 4662149551990093696,74.26851831,-66.57738163,2015.5,LMC,None,BC1 Ia,1991PASP..103.1123F,B,1,I,10.62,1999MNRAS.306..279S,11.52,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.1,Derived from (B-V)0,22000,2017AJ....154..102U,2.6,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,TRUE,1999RMxAC...8..149M
